Winner, Curr Turn Player, X_Tiles, X_Moves, X_LM, O_Tiles, O_Moves, O_LM,
X, O, 32, 39, 17, 54, 39, 13
O, O, 48, 39, 14, 38, 39, 13
X, O, 59, 39, 14, 27, 39, 11
X, O, 39, 39, 18, 47, 39, 9
O, X, 30, 39, 10, 57, 40, 23
X, O, 48, 39, 15, 38, 39, 13
X, O, 55, 39, 10, 31, 39, 3
X, X, 41, 39, 18, 46, 40, 17
X, O, 50, 39, 14, 36, 39, 12
X, X, 52, 39, 10, 35, 40, 12
O, X, 24, 38, 3, 62, 40, 12
X, X, 46, 39, 16, 41, 40, 13
O, O, 43, 39, 15, 43, 39, 22
X, X, 39, 39, 19, 48, 40, 10
X, O, 55, 39, 12, 31, 39, 10
O, X, 18, 38, 2, 69, 41, 13
X, O, 50, 39, 22, 36, 39, 7
X, X, 56, 39, 18, 31, 40, 5
D, X, 47, 39, 7, 39, 39, 20
X, O, 49, 39, 15, 37, 39, 20
X, O, 64, 40, 15, 23, 39, 11
X, O, 52, 39, 9, 34, 39, 17
X, X, 56, 39, 13, 31, 40, 9
O, O, 33, 39, 13, 53, 39, 21
O, O, 28, 39, 11, 58, 39, 16
X, O, 52, 39, 11, 34, 39, 12
X, O, 56, 39, 17, 30, 39, 17
X, X, 48, 39, 19, 39, 40, 11
X, O, 53, 39, 22, 33, 39, 8
X, X, 38, 39, 8, 49, 40, 20
X, O, 56, 39, 16, 30, 39, 13
X, X, 34, 39, 15, 53, 40, 16
X, O, 58, 39, 11, 28, 39, 13
X, X, 28, 39, 20, 59, 40, 6
X, O, 42, 39, 20, 44, 39, 14
X, X, 55, 39, 12, 32, 40, 19
O, O, 38, 39, 13, 48, 39, 11
X, O, 57, 39, 13, 29, 39, 9
X, O, 51, 39, 18, 35, 39, 10
O, X, 27, 39, 19, 60, 40, 6
O, X, 27, 38, 8, 59, 40, 6
X, X, 60, 39, 18, 27, 40, 14
X, O, 54, 39, 16, 32, 39, 12
X, X, 53, 39, 12, 34, 40, 8
O, O, 39, 39, 1, 47, 39, 15
X, X, 36, 39, 15, 51, 40, 11
X, O, 63, 41, 14, 23, 37, 7
X, X, 42, 39, 20, 45, 40, 10
O, O, 38, 39, 21, 48, 39, 13
X, X, 60, 40, 19, 27, 39, 4
X, O, 66, 39, 16, 20, 39, 12
O, X, 35, 39, 16, 52, 40, 13
X, O, 42, 39, 26, 44, 39, 15
X, X, 54, 39, 18, 33, 40, 6
X, O, 52, 39, 20, 34, 39, 20
X, O, 52, 39, 13, 34, 39, 12
O, X, 45, 39, 14, 42, 40, 16
X, O, 56, 39, 15, 30, 39, 18
X, X, 52, 39, 18, 35, 40, 11
O, O, 25, 39, 8, 61, 39, 11
O, X, 50, 39, 13, 37, 40, 18
X, X, 48, 39, 14, 38, 39, 1
O, X, 32, 39, 15, 55, 40, 15
X, O, 55, 39, 22, 31, 39, 1
O, X, 37, 39, 12, 50, 40, 19
X, O, 59, 39, 13, 27, 39, 17
X, X, 51, 39, 19, 36, 40, 9
X, O, 64, 39, 16, 22, 39, 13
X, X, 51, 39, 12, 36, 40, 8
X, O, 52, 39, 19, 34, 39, 8
O, X, 42, 39, 7, 45, 40, 6
O, O, 37, 39, 12, 49, 39, 17
X, O, 58, 41, 24, 29, 38, 2
X, O, 55, 39, 14, 31, 39, 6
O, X, 22, 39, 18, 65, 40, 9
O, O, 39, 39, 13, 47, 39, 16
X, X, 53, 39, 18, 34, 40, 10
O, O, 34, 39, 8, 52, 39, 16
X, O, 54, 40, 9, 33, 39, 16
X, O, 53, 39, 10, 33, 39, 18
