Winner, Curr Turn Player, X_Tiles, X_Moves, X_LM, O_Tiles, O_Moves, O_LM,
X, O, 19, 26, 8, 41, 26, 11
O, O, 35, 26, 15, 25, 26, 7
X, O, 39, 26, 14, 21, 26, 2
X, O, 32, 26, 23, 28, 26, 9
O, X, 28, 26, 19, 33, 27, 12
X, O, 34, 26, 14, 26, 26, 8
X, O, 43, 26, 12, 17, 26, 2
X, X, 20, 26, 9, 41, 27, 11
X, O, 38, 26, 6, 22, 26, 8
X, X, 32, 26, 7, 29, 27, 16
O, X, 17, 25, 8, 43, 27, 14
X, X, 28, 26, 20, 33, 27, 6
O, O, 39, 26, 13, 21, 26, 18
X, X, 33, 26, 18, 28, 27, 18
X, O, 33, 26, 13, 27, 26, 13
O, X, 19, 26, 7, 42, 27, 19
X, O, 29, 26, 17, 31, 26, 3
X, X, 33, 26, 21, 28, 27, 6
D, X, 37, 26, 19, 23, 26, 16
X, O, 37, 26, 15, 23, 26, 10
X, X, 35, 26, 15, 26, 27, 1
X, O, 38, 26, 14, 22, 26, 13
X, X, 36, 26, 15, 25, 27, 11
O, O, 34, 26, 5, 26, 26, 18
O, O, 30, 26, 11, 30, 26, 5
X, O, 33, 26, 12, 27, 26, 5
X, O, 32, 26, 14, 28, 26, 17
X, X, 31, 26, 17, 30, 27, 8
X, O, 27, 26, 16, 33, 26, 11
X, X, 34, 26, 4, 27, 27, 17
X, O, 29, 26, 16, 31, 26, 9
X, X, 20, 26, 11, 41, 27, 13
X, O, 35, 26, 16, 25, 26, 11
X, X, 20, 26, 14, 41, 27, 14
X, O, 25, 26, 14, 35, 26, 12
X, X, 36, 26, 17, 25, 27, 20
O, O, 27, 26, 12, 33, 26, 18
X, O, 43, 26, 7, 17, 26, 8
X, O, 34, 26, 12, 26, 26, 10
O, X, 14, 26, 15, 47, 27, 6
O, X, 25, 25, 6, 35, 27, 15
X, X, 35, 26, 18, 26, 27, 13
X, O, 37, 26, 20, 23, 26, 8
X, X, 32, 26, 12, 29, 27, 9
O, O, 28, 26, 5, 32, 26, 12
X, X, 21, 26, 14, 40, 27, 13
X, X, 32, 27, 17, 28, 25, 3
X, X, 27, 26, 17, 34, 27, 9
O, O, 28, 26, 17, 32, 26, 12
X, X, 26, 26, 21, 35, 27, 9
X, O, 46, 26, 18, 14, 26, 4
O, X, 21, 26, 16, 40, 27, 22
X, O, 29, 26, 24, 31, 26, 8
X, X, 40, 26, 13, 21, 27, 15
X, O, 32, 26, 15, 28, 26, 7
X, O, 36, 26, 16, 24, 26, 15
O, X, 37, 26, 11, 24, 27, 17
X, O, 35, 26, 16, 25, 26, 12
X, X, 32, 26, 16, 29, 27, 11
O, O, 26, 26, 5, 34, 26, 16
O, X, 26, 26, 11, 35, 27, 18
X, X, 32, 26, 19, 28, 26, 4
O, X, 18, 26, 14, 43, 27, 13
X, O, 41, 26, 13, 19, 26, 17
O, X, 21, 26, 10, 40, 27, 16
X, O, 41, 26, 16, 19, 26, 18
X, X, 36, 26, 14, 25, 27, 5
X, O, 39, 26, 12, 21, 26, 14
X, X, 30, 26, 15, 31, 27, 3
X, O, 35, 26, 11, 25, 26, 15
O, X, 32, 26, 9, 29, 27, 3
O, O, 29, 26, 3, 31, 26, 15
X, X, 28, 26, 23, 33, 27, 4
X, O, 39, 26, 12, 21, 26, 8
O, X, 18, 26, 16, 43, 27, 14
O, O, 34, 26, 23, 26, 26, 14
X, X, 40, 26, 16, 21, 27, 10
O, O, 22, 26, 10, 38, 26, 19
X, O, 47, 27, 2, 14, 26, 14
X, O, 36, 26, 17, 24, 26, 19
