Winner, Curr Turn Player, X_Tiles, X_Moves, X_LM, O_Tiles, O_Moves, O_LM,
X, X, 24, 32, 16, 49, 33, 13
O, X, 40, 32, 19, 33, 33, 9
X, X, 47, 32, 5, 26, 33, 2
X, X, 33, 32, 20, 40, 33, 9
O, O, 29, 33, 12, 45, 33, 14
X, X, 40, 32, 12, 33, 33, 8
X, X, 48, 32, 8, 25, 33, 1
X, O, 36, 33, 9, 38, 33, 11
X, X, 38, 32, 15, 35, 33, 11
X, O, 42, 33, 13, 32, 33, 16
O, O, 24, 32, 5, 49, 33, 14
X, O, 32, 33, 16, 42, 33, 10
O, X, 36, 32, 16, 37, 33, 17
X, O, 38, 33, 18, 36, 33, 17
X, X, 49, 32, 9, 24, 33, 17
O, O, 32, 33, 3, 42, 33, 16
X, X, 41, 32, 19, 32, 33, 5
X, O, 46, 33, 18, 28, 33, 6
D, O, 44, 33, 12, 29, 32, 11
X, X, 43, 32, 23, 30, 33, 16
X, O, 47, 33, 17, 27, 33, 1
X, X, 46, 32, 10, 27, 33, 17
X, O, 43, 33, 14, 31, 33, 14
O, X, 39, 32, 16, 34, 33, 20
O, X, 28, 32, 6, 45, 33, 13
X, X, 41, 32, 12, 32, 33, 4
X, X, 39, 32, 19, 34, 33, 15
X, O, 44, 33, 22, 30, 33, 7
X, X, 37, 32, 18, 36, 33, 5
X, O, 44, 33, 11, 30, 33, 18
X, X, 40, 32, 10, 33, 33, 13
X, O, 24, 33, 11, 50, 33, 16
X, X, 45, 32, 17, 28, 33, 8
X, O, 27, 33, 16, 47, 33, 13
X, X, 38, 32, 13, 35, 33, 12
X, O, 47, 33, 17, 27, 33, 21
O, X, 26, 32, 12, 47, 33, 10
X, X, 47, 32, 14, 26, 33, 8
X, X, 40, 32, 18, 33, 33, 10
O, O, 24, 33, 14, 50, 33, 8
O, O, 26, 32, 7, 47, 33, 12
X, O, 49, 33, 24, 25, 33, 12
X, X, 45, 32, 21, 28, 33, 4
X, O, 46, 33, 15, 28, 33, 16
O, X, 29, 32, 5, 44, 33, 14
X, O, 32, 33, 17, 42, 33, 9
X, X, 49, 34, 11, 24, 31, 3
X, O, 33, 33, 21, 41, 33, 10
O, X, 31, 32, 16, 42, 33, 17
X, O, 46, 34, 22, 28, 32, 12
X, X, 52, 32, 21, 21, 33, 0
O, O, 33, 33, 16, 41, 33, 19
X, X, 34, 32, 22, 39, 33, 8
X, O, 51, 33, 14, 23, 33, 7
X, X, 42, 32, 16, 31, 33, 8
X, X, 44, 32, 15, 29, 33, 16
O, O, 47, 33, 12, 27, 33, 20
X, X, 42, 32, 15, 31, 33, 18
X, O, 44, 33, 18, 30, 33, 13
O, X, 24, 32, 5, 49, 33, 14
O, O, 44, 33, 15, 30, 33, 21
X, O, 39, 33, 20, 34, 32, 2
O, O, 25, 33, 16, 49, 33, 15
