Winner, Curr Turn Player, X_Tiles, X_Moves, X_LM, O_Tiles, O_Moves, O_LM,
X, O, 76, 65, 4, 62, 65, 3
O, O, 67, 65, 6, 71, 65, 3
X, O, 80, 65, 2, 58, 65, 5
X, O, 77, 65, 4, 61, 65, 4
O, X, 34, 65, 1, 105, 66, 5
X, O, 70, 65, 3, 68, 65, 5
X, O, 90, 65, 2, 48, 65, 4
X, X, 71, 65, 4, 68, 66, 4
X, O, 92, 65, 5, 46, 65, 2
X, X, 91, 65, 4, 48, 66, 1
O, X, 53, 64, 1, 85, 66, 6
X, X, 77, 65, 5, 62, 66, 0
O, O, 69, 65, 6, 69, 65, 5
X, X, 78, 65, 5, 61, 66, 5
X, O, 93, 65, 1, 45, 65, 3
O, X, 33, 64, 0, 106, 67, 1
X, O, 84, 68, 5, 54, 62, 3
X, X, 70, 65, 5, 69, 66, 3
D, X, 71, 65, 2, 67, 65, 5
X, O, 82, 65, 5, 56, 65, 5
X, X, 95, 66, 4, 44, 65, 4
X, O, 83, 66, 3, 55, 64, 2
X, X, 91, 65, 4, 48, 66, 1
X, O, 72, 65, 5, 66, 65, 1
X, X, 86, 65, 4, 52, 65, 0
X, X, 76, 65, 5, 63, 66, 2
X, O, 79, 65, 6, 59, 65, 6
X, X, 73, 65, 4, 66, 66, 5
X, O, 85, 65, 6, 53, 65, 2
X, O, 76, 65, 5, 63, 66, 4
X, O, 83, 65, 6, 55, 65, 0
X, X, 72, 65, 4, 67, 66, 5
X, O, 77, 65, 1, 61, 65, 5
X, X, 77, 65, 4, 62, 66, 0
X, O, 86, 65, 6, 52, 65, 3
X, O, 83, 65, 2, 55, 65, 5
X, X, 89, 65, 4, 50, 66, 5
X, O, 71, 65, 1, 67, 65, 4
X, X, 85, 65, 4, 54, 66, 5
O, X, 57, 64, 3, 81, 66, 6
X, X, 73, 65, 5, 66, 66, 5
X, O, 88, 67, 1, 50, 63, 6
X, X, 80, 65, 5, 59, 66, 4
O, O, 69, 65, 5, 69, 65, 6
X, X, 97, 66, 3, 42, 65, 2
X, O, 93, 65, 6, 45, 65, 3
O, X, 54, 65, 5, 85, 66, 5
X, O, 78, 65, 6, 60, 65, 3
X, X, 79, 66, 4, 60, 65, 2
X, O, 88, 65, 6, 50, 65, 5
X, O, 80, 65, 5, 58, 65, 3
X, O, 98, 65, 6, 40, 65, 5
X, X, 106, 65, 3, 33, 66, 1
O, O, 44, 65, 5, 94, 65, 5
O, X, 60, 65, 2, 79, 66, 3
X, X, 76, 65, 5, 62, 65, 6
