Winner, Curr Turn Player, X_Tiles, X_Moves, X_LM, O_Tiles, O_Moves, O_LM,
X, X, 15, 19, 12, 32, 20, 11
O, X, 24, 19, 18, 23, 20, 10
X, X, 23, 19, 11, 24, 20, 10
X, X, 19, 19, 20, 28, 20, 7
O, O, 25, 20, 19, 23, 20, 16
X, X, 23, 19, 11, 24, 20, 12
X, X, 28, 19, 12, 19, 20, 1
X, O, 21, 20, 7, 27, 20, 12
X, X, 21, 19, 9, 26, 20, 7
X, O, 24, 20, 9, 24, 20, 11
O, O, 10, 19, 8, 37, 20, 7
X, O, 24, 20, 17, 24, 20, 11
O, X, 24, 19, 14, 23, 20, 11
X, O, 29, 20, 12, 19, 20, 14
X, X, 28, 19, 14, 19, 20, 7
O, O, 18, 20, 8, 30, 20, 19
X, X, 26, 19, 16, 21, 20, 5
X, O, 27, 20, 14, 21, 20, 4
D, O, 29, 20, 13, 18, 19, 11
X, X, 27, 19, 16, 20, 20, 13
X, O, 26, 20, 11, 22, 20, 3
X, X, 27, 19, 14, 20, 20, 10
X, O, 24, 20, 18, 24, 20, 9
O, X, 25, 19, 9, 22, 20, 19
O, X, 21, 19, 7, 26, 20, 7
X, X, 29, 19, 10, 18, 20, 5
X, X, 24, 19, 17, 23, 20, 11
X, O, 24, 20, 18, 24, 20, 7
X, X, 24, 19, 22, 23, 20, 8
X, O, 30, 20, 5, 18, 20, 19
X, X, 26, 19, 12, 21, 20, 7
X, O, 14, 20, 14, 34, 20, 12
X, X, 24, 19, 16, 23, 20, 13
X, O, 22, 20, 10, 26, 20, 13
X, X, 20, 19, 16, 27, 20, 11
X, O, 30, 20, 11, 18, 20, 15
O, X, 17, 19, 14, 30, 20, 14
X, X, 29, 19, 10, 18, 20, 9
X, X, 27, 19, 17, 20, 20, 15
O, O, 18, 20, 20, 30, 20, 1
O, O, 21, 19, 3, 26, 20, 14
X, O, 26, 20, 19, 22, 20, 12
X, X, 26, 19, 10, 21, 20, 8
X, O, 22, 20, 11, 26, 20, 5
O, X, 22, 19, 9, 25, 20, 21
X, O, 20, 20, 15, 28, 20, 8
X, X, 27, 19, 14, 20, 20, 3
X, O, 35, 20, 8, 13, 20, 6
O, X, 21, 19, 13, 26, 20, 13
X, O, 26, 20, 20, 22, 20, 6
X, X, 26, 19, 22, 21, 20, 0
O, O, 26, 20, 16, 22, 20, 14
X, X, 28, 19, 17, 19, 20, 9
X, O, 29, 20, 15, 19, 20, 7
X, X, 22, 19, 4, 25, 20, 12
X, X, 23, 19, 17, 24, 20, 17
O, O, 34, 20, 16, 14, 20, 12
X, X, 23, 19, 15, 24, 20, 12
X, O, 19, 20, 13, 29, 20, 10
O, X, 23, 19, 11, 24, 20, 12
O, O, 12, 20, 8, 36, 20, 12
X, O, 29, 20, 13, 18, 19, 2
O, O, 17, 20, 11, 31, 20, 10
