Winner, Curr Turn Player, X_Tiles, X_Moves, X_LM, O_Tiles, O_Moves, O_LM,
X, X, 66, 58, 7, 59, 59, 5
O, X, 60, 58, 10, 65, 59, 9
X, X, 68, 58, 10, 57, 59, 10
X, X, 63, 58, 11, 62, 59, 6
O, O, 39, 59, 7, 87, 59, 15
X, X, 72, 58, 6, 53, 59, 8
X, X, 79, 58, 9, 46, 59, 7
X, O, 65, 59, 13, 61, 59, 12
X, X, 78, 58, 16, 47, 59, 8
X, O, 83, 59, 4, 43, 59, 4
O, O, 47, 58, 6, 78, 59, 13
X, O, 75, 59, 6, 51, 59, 9
O, X, 64, 58, 11, 61, 59, 10
X, O, 76, 59, 8, 50, 59, 14
X, X, 79, 58, 3, 46, 59, 7
O, O, 24, 58, 3, 102, 60, 9
X, O, 71, 61, 13, 54, 56, 1
X, O, 69, 59, 13, 57, 59, 9
D, O, 70, 59, 1, 55, 58, 11
X, X, 71, 58, 13, 54, 59, 10
X, O, 91, 60, 8, 35, 58, 4
X, O, 73, 59, 8, 52, 58, 4
X, O, 82, 59, 1, 44, 59, 9
X, X, 65, 58, 8, 60, 59, 3
X, X, 66, 58, 11, 59, 59, 4
X, O, 68, 59, 12, 58, 59, 7
X, X, 64, 58, 13, 61, 59, 4
X, O, 64, 59, 12, 62, 59, 15
X, X, 76, 58, 9, 49, 59, 9
X, O, 69, 59, 6, 57, 59, 12
X, X, 76, 58, 15, 49, 59, 11
X, O, 60, 59, 12, 66, 59, 10
X, X, 68, 58, 5, 57, 59, 3
X, O, 77, 59, 6, 49, 59, 6
X, X, 66, 58, 14, 59, 59, 3
X, X, 77, 58, 6, 48, 59, 9
O, O, 53, 58, 8, 72, 59, 4
X, O, 86, 59, 13, 40, 59, 10
X, X, 70, 58, 8, 55, 59, 3
X, O, 77, 59, 7, 49, 59, 6
O, X, 61, 58, 2, 64, 59, 9
X, O, 67, 59, 7, 59, 59, 5
X, X, 79, 60, 5, 46, 57, 8
X, O, 70, 59, 14, 56, 59, 10
O, X, 62, 58, 12, 63, 59, 16
X, O, 93, 60, 10, 33, 58, 5
X, X, 89, 58, 14, 36, 59, 12
O, O, 49, 59, 11, 77, 59, 11
X, X, 68, 58, 18, 57, 59, 7
X, O, 69, 59, 10, 57, 59, 5
X, X, 76, 58, 16, 49, 59, 13
X, X, 73, 58, 11, 52, 59, 2
O, O, 54, 59, 8, 72, 59, 11
X, X, 87, 58, 14, 38, 59, 10
X, O, 94, 59, 1, 32, 59, 6
O, X, 38, 58, 13, 87, 59, 10
O, O, 55, 59, 7, 71, 59, 8
X, O, 76, 59, 10, 49, 58, 14
X, X, 81, 59, 11, 44, 58, 7
O, O, 58, 59, 10, 68, 59, 5
X, X, 88, 58, 7, 37, 59, 10
X, O, 75, 60, 7, 51, 58, 6
X, X, 79, 58, 11, 46, 59, 9
X, O, 90, 59, 11, 36, 59, 13
X, X, 79, 58, 9, 46, 59, 2
O, O, 62, 59, 6, 64, 59, 8
O, X, 51, 57, 3, 74, 60, 7
X, X, 92, 62, 16, 34, 56, 2
X, X, 86, 58, 12, 39, 59, 9
O, O, 61, 59, 5, 65, 59, 7
X, O, 76, 59, 11, 50, 59, 14
O, X, 59, 58, 8, 66, 59, 8
X, X, 82, 59, 9, 44, 59, 10
X, X, 64, 58, 10, 61, 59, 8
